"species","volume"
"Maianthemum_atropurpureum",128.862286157596
"Styrax_tonkinensis",133.693408274245
"Fritillaria_delavayi",533.371248299582
"Mentha_asiatica",285.892952447325
"Ilex_ficifolia",18.9684566187007
"Lysimachia_alfredii",222.936248754325
"Isodon_macrocalyx",417.286325585867
"Leucas_mollissima",827.42982199279
"Patrinia_scabra",645.994540212582
"Myricaria_paniculata",926.905061278988
"Salvia_plectranthoides",1376.92526418181
"Hemerocallis_plicata",1173.06619544076
"Lilium_duchartrei",671.818882452675
"Isodon_rubescens",46.2758244637989
"Lysimachia_fistulosa",142.480830311267
"Primula_odontocalyx",751.609221810683
"Lysimachia_hemsleyana",564.193899638337
"Polygonatum_curvistylum",285.745935777327
"Ilex_fragilis",440.013725432932
"Ilex_delavayi",191.794183688829
"Salvia_cynica",3431.78009631412
"Clinopodium_repens",726.242423516298
"Elsholtzia_argyi",744.510989801982
"Ilex_corallina",4809.18458508255
"Juncus_sphacelatus",3979.61255947409
"Lysimachia_circaeoides",1122.14134068349
"Elsholtzia_stachyodes",3318.31307811813
"Elsholtzia_bodinieri",212.159531786201
"Hanceola_sinensis",11848.3005825647
"Allium_plurifoliatum",43.8628972946216
"Styrax_confusus",588.539033254233
"Smilax_polycolea",809.918795520192
"Microtoena_delavayi",177.079651838609
"Smilax_microphylla",578.082110788086
"Ilex_lohfauensis",3765.92977304237
"Smilax_lebrunii",792.228099090181
"Smilax_hemsleyana",2952.75109807822
"Lysimachia_laxa",368.565987038504
"Ilex_chapaensis",3457.60198161824
"Asparagus_longiflorus",30.4758618543836
"Androsace_zambalensis",518.413730541366
"Nepeta_hemsleyana",1111.02636511359
"Elsholtzia_cyprianii",4448.4193682716
"Isodon_phyllostachys",298.405397668395
"Dalbergia_odorifera",777.23694734116
"Nitraria_sphaerocarpa",213.608017212472
"Ilex_hylonoma",43.6021961350756
"Lysimachia_fukienensis",262.273954374479
"Lysimachia_melampyroides",98.1123447071045
"Xylosma_controversa",275.832641880806
"Mallotus_lianus",1477.54425997649
"Lysimachia_heterogenea",430.446697732285
"Polygonatum_macropodum",304.272320464885
"Pterostyrax_psilophyllus",1123.53647031249
"Salvia_bowleyana",474.969867670828
"Nitraria_roborowskii",919.414670646748
"Paraphlomis_albida",2963.65486681361
"Phlomis_younghusbandii",239.292470680336
"Cardiocrinum_cathayanum",10.6568532166325
"Lysimachia_klattiana",49.511865064586
"Alniphyllum_eberhardtii",2671.5453751101
"Styrax_calvescens",1604.78789273744
"Nepeta_fordii",52.4176551788286
"Ilex_kengii",354.284129057855
"Triplostegia_grandiflora",863.541753213035
"Styrax_grandiflorus",61.383366482026
"Styrax_limprichtii",1065.03390245915
"Ophiopogon_grandis",212.261825291604
"Blysmus_compressus",838.652017410399
"Sisymbrium_altissimum",147.87712782993
"Schoenoplectus_triqueter",699.677691515377
